LineId,timestamp,Content,line,spell_templates,EventTemplate,EventId,param,match,time_gap,ParameterList
139,1618981091.0,sysmonitor[39896]|pkill[65414](parent:getosstat[40372]) send SIGTERM to iostat[57285]. <-[/bin/sh /usr/bin/getosstat(40372)],"2021-04-21T04:58:11.119617+08:00|sysmonitor[39896]|pkill[65414](parent:getosstat[40372]) send SIGTERM to iostat[57285]. <-[/bin/sh /usr/bin/getosstat(40372)]
","{'lcsseq': 'sysmonitor[<:NUM:>]|pkill[<:NUM:>](parent:getosstat[<:NUM:>]) send SIGTERM to <:*:> <-[/bin/sh /usr/bin/getosstat(<:NUM:>)]', 'lcsseq_id': 1, 'param': ['sysmonitor[<:NUM:>]|pkill[<:NUM:>](parent:getosstat[<:NUM:>])', 'send', 'SIGTERM', 'to', '<:*:>', '<-[/bin/sh', '/usr/bin/getosstat(<:NUM:>)]'], 'match': 1}",sysmonitor[<:NUM:>]|pkill[<:NUM:>](parent:getosstat[<:NUM:>]) send SIGTERM to <:*:> <-[/bin/sh /usr/bin/getosstat(<:NUM:>)],1,"['sysmonitor[<:NUM:>]|pkill[<:NUM:>](parent:getosstat[<:NUM:>])', 'send', 'SIGTERM', 'to', '<:*:>', '<-[/bin/sh', '/usr/bin/getosstat(<:NUM:>)]']",1,79,"[['sysmonitor[<:NUM:>]|pkill[<:NUM:>](parent:getosstat[<:NUM:>])', 'send', 'SIGTERM', 'to', '<:*:>', '<-[/bin/sh', '/usr/bin/getosstat(<:NUM:>)]'], '79']"
140,1618981091.0,sysmonitor[39896]|pkill[65438](parent:getosstat[40372]) send SIGTERM to sar[57301]. <-[/bin/sh /usr/bin/getosstat(40372)],"2021-04-21T04:58:11.152458+08:00|sysmonitor[39896]|pkill[65438](parent:getosstat[40372]) send SIGTERM to sar[57301]. <-[/bin/sh /usr/bin/getosstat(40372)]
","{'lcsseq': 'sysmonitor[<:NUM:>]|pkill[<:NUM:>](parent:getosstat[<:NUM:>]) send SIGTERM to <:*:> <-[/bin/sh /usr/bin/getosstat(<:NUM:>)]', 'lcsseq_id': 1, 'param': ['sysmonitor[<:NUM:>]|pkill[<:NUM:>](parent:getosstat[<:NUM:>])', 'send', 'SIGTERM', 'to', '<:*:>', '<-[/bin/sh', '/usr/bin/getosstat(<:NUM:>)]'], 'match': 1}",sysmonitor[<:NUM:>]|pkill[<:NUM:>](parent:getosstat[<:NUM:>]) send SIGTERM to <:*:> <-[/bin/sh /usr/bin/getosstat(<:NUM:>)],1,"['sysmonitor[<:NUM:>]|pkill[<:NUM:>](parent:getosstat[<:NUM:>])', 'send', 'SIGTERM', 'to', '<:*:>', '<-[/bin/sh', '/usr/bin/getosstat(<:NUM:>)]']",1,0,"[['sysmonitor[<:NUM:>]|pkill[<:NUM:>](parent:getosstat[<:NUM:>])', 'send', 'SIGTERM', 'to', '<:*:>', '<-[/bin/sh', '/usr/bin/getosstat(<:NUM:>)]'], '0']"
141,1618981091.0,sysmonitor[39896]|pkill[65450](parent:getosstat[40372]) send SIGTERM to pidstat[57325]. <-[/bin/sh /usr/bin/getosstat(40372)],"2021-04-21T04:58:11.176285+08:00|sysmonitor[39896]|pkill[65450](parent:getosstat[40372]) send SIGTERM to pidstat[57325]. <-[/bin/sh /usr/bin/getosstat(40372)]
","{'lcsseq': 'sysmonitor[<:NUM:>]|pkill[<:NUM:>](parent:getosstat[<:NUM:>]) send SIGTERM to <:*:> <-[/bin/sh /usr/bin/getosstat(<:NUM:>)]', 'lcsseq_id': 1, 'param': ['sysmonitor[<:NUM:>]|pkill[<:NUM:>](parent:getosstat[<:NUM:>])', 'send', 'SIGTERM', 'to', '<:*:>', '<-[/bin/sh', '/usr/bin/getosstat(<:NUM:>)]'], 'match': 1}",sysmonitor[<:NUM:>]|pkill[<:NUM:>](parent:getosstat[<:NUM:>]) send SIGTERM to <:*:> <-[/bin/sh /usr/bin/getosstat(<:NUM:>)],1,"['sysmonitor[<:NUM:>]|pkill[<:NUM:>](parent:getosstat[<:NUM:>])', 'send', 'SIGTERM', 'to', '<:*:>', '<-[/bin/sh', '/usr/bin/getosstat(<:NUM:>)]']",1,0,"[['sysmonitor[<:NUM:>]|pkill[<:NUM:>](parent:getosstat[<:NUM:>])', 'send', 'SIGTERM', 'to', '<:*:>', '<-[/bin/sh', '/usr/bin/getosstat(<:NUM:>)]'], '0']"
142,1618981689.0,sysmonitor[39896]|bash[48717](parent:bash[48668]) send SIGKILL to bash[13207]. <-[bash /opt/fusionstorage/agent//script/dsware_agent_(48668)]<-[./dsware_agent(39347)],"2021-04-21T05:08:09.805403+08:00|sysmonitor[39896]|bash[48717](parent:bash[48668]) send SIGKILL to bash[13207]. <-[bash /opt/fusionstorage/agent//script/dsware_agent_(48668)]<-[./dsware_agent(39347)]
","{'lcsseq': 'sysmonitor[<:NUM:>]|bash[<:NUM:>](parent:bash[<:NUM:>]) send SIGKILL to <:*:> <-[bash /opt/fusionstorage/agent//script/dsware agent <:*:> agent(<:NUM:>)]', 'lcsseq_id': 4, 'param': ['sysmonitor[<:NUM:>]|bash[<:NUM:>](parent:bash[<:NUM:>])', 'send', 'SIGKILL', 'to', '<:*:>', '<-[bash', '/opt/fusionstorage/agent//script/dsware', 'agent', '<:*:>', 'agent(<:NUM:>)]'], 'match': 1}",sysmonitor[<:NUM:>]|bash[<:NUM:>](parent:bash[<:NUM:>]) send SIGKILL to <:*:> <-[bash /opt/fusionstorage/agent//script/dsware agent <:*:> agent(<:NUM:>)],4,"['sysmonitor[<:NUM:>]|bash[<:NUM:>](parent:bash[<:NUM:>])', 'send', 'SIGKILL', 'to', '<:*:>', '<-[bash', '/opt/fusionstorage/agent//script/dsware', 'agent', '<:*:>', 'agent(<:NUM:>)]']",1,598,"[['sysmonitor[<:NUM:>]|bash[<:NUM:>](parent:bash[<:NUM:>])', 'send', 'SIGKILL', 'to', '<:*:>', '<-[bash', '/opt/fusionstorage/agent//script/dsware', 'agent', '<:*:>', 'agent(<:NUM:>)]'], '598']"
143,1618981689.0,sysmonitor[39896]|bash[48717](parent:bash[48668]) send SIGKILL to vmstat[13220]. <-[bash /opt/fusionstorage/agent//script/dsware_agent_(48668)]<-[./dsware_agent(39347)],"2021-04-21T05:08:09.805587+08:00|sysmonitor[39896]|bash[48717](parent:bash[48668]) send SIGKILL to vmstat[13220]. <-[bash /opt/fusionstorage/agent//script/dsware_agent_(48668)]<-[./dsware_agent(39347)]
","{'lcsseq': 'sysmonitor[<:NUM:>]|bash[<:NUM:>](parent:bash[<:NUM:>]) send SIGKILL to <:*:> <-[bash /opt/fusionstorage/agent//script/dsware agent <:*:> agent(<:NUM:>)]', 'lcsseq_id': 4, 'param': ['sysmonitor[<:NUM:>]|bash[<:NUM:>](parent:bash[<:NUM:>])', 'send', 'SIGKILL', 'to', '<:*:>', '<-[bash', '/opt/fusionstorage/agent//script/dsware', 'agent', '<:*:>', 'agent(<:NUM:>)]'], 'match': 1}",sysmonitor[<:NUM:>]|bash[<:NUM:>](parent:bash[<:NUM:>]) send SIGKILL to <:*:> <-[bash /opt/fusionstorage/agent//script/dsware agent <:*:> agent(<:NUM:>)],4,"['sysmonitor[<:NUM:>]|bash[<:NUM:>](parent:bash[<:NUM:>])', 'send', 'SIGKILL', 'to', '<:*:>', '<-[bash', '/opt/fusionstorage/agent//script/dsware', 'agent', '<:*:>', 'agent(<:NUM:>)]']",1,0,"[['sysmonitor[<:NUM:>]|bash[<:NUM:>](parent:bash[<:NUM:>])', 'send', 'SIGKILL', 'to', '<:*:>', '<-[bash', '/opt/fusionstorage/agent//script/dsware', 'agent', '<:*:>', 'agent(<:NUM:>)]'], '0']"
144,1618981689.0,sysmonitor[39896]|bash[48717](parent:bash[48668]) send SIGKILL to bash[13254]. <-[bash /opt/fusionstorage/agent//script/dsware_agent_(48668)]<-[./dsware_agent(39347)],"2021-04-21T05:08:09.878536+08:00|sysmonitor[39896]|bash[48717](parent:bash[48668]) send SIGKILL to bash[13254]. <-[bash /opt/fusionstorage/agent//script/dsware_agent_(48668)]<-[./dsware_agent(39347)]
","{'lcsseq': 'sysmonitor[<:NUM:>]|bash[<:NUM:>](parent:bash[<:NUM:>]) send SIGKILL to <:*:> <-[bash /opt/fusionstorage/agent//script/dsware agent <:*:> agent(<:NUM:>)]', 'lcsseq_id': 4, 'param': ['sysmonitor[<:NUM:>]|bash[<:NUM:>](parent:bash[<:NUM:>])', 'send', 'SIGKILL', 'to', '<:*:>', '<-[bash', '/opt/fusionstorage/agent//script/dsware', 'agent', '<:*:>', 'agent(<:NUM:>)]'], 'match': 1}",sysmonitor[<:NUM:>]|bash[<:NUM:>](parent:bash[<:NUM:>]) send SIGKILL to <:*:> <-[bash /opt/fusionstorage/agent//script/dsware agent <:*:> agent(<:NUM:>)],4,"['sysmonitor[<:NUM:>]|bash[<:NUM:>](parent:bash[<:NUM:>])', 'send', 'SIGKILL', 'to', '<:*:>', '<-[bash', '/opt/fusionstorage/agent//script/dsware', 'agent', '<:*:>', 'agent(<:NUM:>)]']",1,0,"[['sysmonitor[<:NUM:>]|bash[<:NUM:>](parent:bash[<:NUM:>])', 'send', 'SIGKILL', 'to', '<:*:>', '<-[bash', '/opt/fusionstorage/agent//script/dsware', 'agent', '<:*:>', 'agent(<:NUM:>)]'], '0']"
145,1618981689.0,sysmonitor[39896]|bash[48717](parent:bash[48668]) send SIGKILL to free[13266]. <-[bash /opt/fusionstorage/agent//script/dsware_agent_(48668)]<-[./dsware_agent(39347)],"2021-04-21T05:08:09.878714+08:00|sysmonitor[39896]|bash[48717](parent:bash[48668]) send SIGKILL to free[13266]. <-[bash /opt/fusionstorage/agent//script/dsware_agent_(48668)]<-[./dsware_agent(39347)]
","{'lcsseq': 'sysmonitor[<:NUM:>]|bash[<:NUM:>](parent:bash[<:NUM:>]) send SIGKILL to <:*:> <-[bash /opt/fusionstorage/agent//script/dsware agent <:*:> agent(<:NUM:>)]', 'lcsseq_id': 4, 'param': ['sysmonitor[<:NUM:>]|bash[<:NUM:>](parent:bash[<:NUM:>])', 'send', 'SIGKILL', 'to', '<:*:>', '<-[bash', '/opt/fusionstorage/agent//script/dsware', 'agent', '<:*:>', 'agent(<:NUM:>)]'], 'match': 1}",sysmonitor[<:NUM:>]|bash[<:NUM:>](parent:bash[<:NUM:>]) send SIGKILL to <:*:> <-[bash /opt/fusionstorage/agent//script/dsware agent <:*:> agent(<:NUM:>)],4,"['sysmonitor[<:NUM:>]|bash[<:NUM:>](parent:bash[<:NUM:>])', 'send', 'SIGKILL', 'to', '<:*:>', '<-[bash', '/opt/fusionstorage/agent//script/dsware', 'agent', '<:*:>', 'agent(<:NUM:>)]']",1,0,"[['sysmonitor[<:NUM:>]|bash[<:NUM:>](parent:bash[<:NUM:>])', 'send', 'SIGKILL', 'to', '<:*:>', '<-[bash', '/opt/fusionstorage/agent//script/dsware', 'agent', '<:*:>', 'agent(<:NUM:>)]'], '0']"
146,1618981689.0,sysmonitor[39896]|bash[48717](parent:bash[48668]) send SIGKILL to bash[13395]. <-[bash /opt/fusionstorage/agent//script/dsware_agent_(48668)]<-[./dsware_agent(39347)],"2021-04-21T05:08:09.988155+08:00|sysmonitor[39896]|bash[48717](parent:bash[48668]) send SIGKILL to bash[13395]. <-[bash /opt/fusionstorage/agent//script/dsware_agent_(48668)]<-[./dsware_agent(39347)]
","{'lcsseq': 'sysmonitor[<:NUM:>]|bash[<:NUM:>](parent:bash[<:NUM:>]) send SIGKILL to <:*:> <-[bash /opt/fusionstorage/agent//script/dsware agent <:*:> agent(<:NUM:>)]', 'lcsseq_id': 4, 'param': ['sysmonitor[<:NUM:>]|bash[<:NUM:>](parent:bash[<:NUM:>])', 'send', 'SIGKILL', 'to', '<:*:>', '<-[bash', '/opt/fusionstorage/agent//script/dsware', 'agent', '<:*:>', 'agent(<:NUM:>)]'], 'match': 1}",sysmonitor[<:NUM:>]|bash[<:NUM:>](parent:bash[<:NUM:>]) send SIGKILL to <:*:> <-[bash /opt/fusionstorage/agent//script/dsware agent <:*:> agent(<:NUM:>)],4,"['sysmonitor[<:NUM:>]|bash[<:NUM:>](parent:bash[<:NUM:>])', 'send', 'SIGKILL', 'to', '<:*:>', '<-[bash', '/opt/fusionstorage/agent//script/dsware', 'agent', '<:*:>', 'agent(<:NUM:>)]']",1,0,"[['sysmonitor[<:NUM:>]|bash[<:NUM:>](parent:bash[<:NUM:>])', 'send', 'SIGKILL', 'to', '<:*:>', '<-[bash', '/opt/fusionstorage/agent//script/dsware', 'agent', '<:*:>', 'agent(<:NUM:>)]'], '0']"
147,1618981689.0,sysmonitor[39896]|bash[48717](parent:bash[48668]) send SIGKILL to iostat[13415]. <-[bash /opt/fusionstorage/agent//script/dsware_agent_(48668)]<-[./dsware_agent(39347)],"2021-04-21T05:08:09.988337+08:00|sysmonitor[39896]|bash[48717](parent:bash[48668]) send SIGKILL to iostat[13415]. <-[bash /opt/fusionstorage/agent//script/dsware_agent_(48668)]<-[./dsware_agent(39347)]
","{'lcsseq': 'sysmonitor[<:NUM:>]|bash[<:NUM:>](parent:bash[<:NUM:>]) send SIGKILL to <:*:> <-[bash /opt/fusionstorage/agent//script/dsware agent <:*:> agent(<:NUM:>)]', 'lcsseq_id': 4, 'param': ['sysmonitor[<:NUM:>]|bash[<:NUM:>](parent:bash[<:NUM:>])', 'send', 'SIGKILL', 'to', '<:*:>', '<-[bash', '/opt/fusionstorage/agent//script/dsware', 'agent', '<:*:>', 'agent(<:NUM:>)]'], 'match': 1}",sysmonitor[<:NUM:>]|bash[<:NUM:>](parent:bash[<:NUM:>]) send SIGKILL to <:*:> <-[bash /opt/fusionstorage/agent//script/dsware agent <:*:> agent(<:NUM:>)],4,"['sysmonitor[<:NUM:>]|bash[<:NUM:>](parent:bash[<:NUM:>])', 'send', 'SIGKILL', 'to', '<:*:>', '<-[bash', '/opt/fusionstorage/agent//script/dsware', 'agent', '<:*:>', 'agent(<:NUM:>)]']",1,0,"[['sysmonitor[<:NUM:>]|bash[<:NUM:>](parent:bash[<:NUM:>])', 'send', 'SIGKILL', 'to', '<:*:>', '<-[bash', '/opt/fusionstorage/agent//script/dsware', 'agent', '<:*:>', 'agent(<:NUM:>)]'], '0']"
148,1618981690.0,sysmonitor[39896]|bash[48717](parent:bash[48668]) send SIGKILL to bash[13701]. <-[bash /opt/fusionstorage/agent//script/dsware_agent_(48668)]<-[./dsware_agent(39347)],"2021-04-21T05:08:10.060848+08:00|sysmonitor[39896]|bash[48717](parent:bash[48668]) send SIGKILL to bash[13701]. <-[bash /opt/fusionstorage/agent//script/dsware_agent_(48668)]<-[./dsware_agent(39347)]
","{'lcsseq': 'sysmonitor[<:NUM:>]|bash[<:NUM:>](parent:bash[<:NUM:>]) send SIGKILL to <:*:> <-[bash /opt/fusionstorage/agent//script/dsware agent <:*:> agent(<:NUM:>)]', 'lcsseq_id': 4, 'param': ['sysmonitor[<:NUM:>]|bash[<:NUM:>](parent:bash[<:NUM:>])', 'send', 'SIGKILL', 'to', '<:*:>', '<-[bash', '/opt/fusionstorage/agent//script/dsware', 'agent', '<:*:>', 'agent(<:NUM:>)]'], 'match': 1}",sysmonitor[<:NUM:>]|bash[<:NUM:>](parent:bash[<:NUM:>]) send SIGKILL to <:*:> <-[bash /opt/fusionstorage/agent//script/dsware agent <:*:> agent(<:NUM:>)],4,"['sysmonitor[<:NUM:>]|bash[<:NUM:>](parent:bash[<:NUM:>])', 'send', 'SIGKILL', 'to', '<:*:>', '<-[bash', '/opt/fusionstorage/agent//script/dsware', 'agent', '<:*:>', 'agent(<:NUM:>)]']",1,1,"[['sysmonitor[<:NUM:>]|bash[<:NUM:>](parent:bash[<:NUM:>])', 'send', 'SIGKILL', 'to', '<:*:>', '<-[bash', '/opt/fusionstorage/agent//script/dsware', 'agent', '<:*:>', 'agent(<:NUM:>)]'], '1']"
149,1618981690.0,sysmonitor[39896]|bash[48717](parent:bash[48668]) send SIGKILL to iostat[13739]. <-[bash /opt/fusionstorage/agent//script/dsware_agent_(48668)]<-[./dsware_agent(39347)],"2021-04-21T05:08:10.061021+08:00|sysmonitor[39896]|bash[48717](parent:bash[48668]) send SIGKILL to iostat[13739]. <-[bash /opt/fusionstorage/agent//script/dsware_agent_(48668)]<-[./dsware_agent(39347)]
","{'lcsseq': 'sysmonitor[<:NUM:>]|bash[<:NUM:>](parent:bash[<:NUM:>]) send SIGKILL to <:*:> <-[bash /opt/fusionstorage/agent//script/dsware agent <:*:> agent(<:NUM:>)]', 'lcsseq_id': 4, 'param': ['sysmonitor[<:NUM:>]|bash[<:NUM:>](parent:bash[<:NUM:>])', 'send', 'SIGKILL', 'to', '<:*:>', '<-[bash', '/opt/fusionstorage/agent//script/dsware', 'agent', '<:*:>', 'agent(<:NUM:>)]'], 'match': 1}",sysmonitor[<:NUM:>]|bash[<:NUM:>](parent:bash[<:NUM:>]) send SIGKILL to <:*:> <-[bash /opt/fusionstorage/agent//script/dsware agent <:*:> agent(<:NUM:>)],4,"['sysmonitor[<:NUM:>]|bash[<:NUM:>](parent:bash[<:NUM:>])', 'send', 'SIGKILL', 'to', '<:*:>', '<-[bash', '/opt/fusionstorage/agent//script/dsware', 'agent', '<:*:>', 'agent(<:NUM:>)]']",1,0,"[['sysmonitor[<:NUM:>]|bash[<:NUM:>](parent:bash[<:NUM:>])', 'send', 'SIGKILL', 'to', '<:*:>', '<-[bash', '/opt/fusionstorage/agent//script/dsware', 'agent', '<:*:>', 'agent(<:NUM:>)]'], '0']"
150,1618981690.0,sysmonitor[39896]|bash[48717](parent:bash[48668]) send SIGKILL to bash[13602]. <-[bash /opt/fusionstorage/agent//script/dsware_agent_(48668)]<-[./dsware_agent(39347)],"2021-04-21T05:08:10.141273+08:00|sysmonitor[39896]|bash[48717](parent:bash[48668]) send SIGKILL to bash[13602]. <-[bash /opt/fusionstorage/agent//script/dsware_agent_(48668)]<-[./dsware_agent(39347)]
","{'lcsseq': 'sysmonitor[<:NUM:>]|bash[<:NUM:>](parent:bash[<:NUM:>]) send SIGKILL to <:*:> <-[bash /opt/fusionstorage/agent//script/dsware agent <:*:> agent(<:NUM:>)]', 'lcsseq_id': 4, 'param': ['sysmonitor[<:NUM:>]|bash[<:NUM:>](parent:bash[<:NUM:>])', 'send', 'SIGKILL', 'to', '<:*:>', '<-[bash', '/opt/fusionstorage/agent//script/dsware', 'agent', '<:*:>', 'agent(<:NUM:>)]'], 'match': 1}",sysmonitor[<:NUM:>]|bash[<:NUM:>](parent:bash[<:NUM:>]) send SIGKILL to <:*:> <-[bash /opt/fusionstorage/agent//script/dsware agent <:*:> agent(<:NUM:>)],4,"['sysmonitor[<:NUM:>]|bash[<:NUM:>](parent:bash[<:NUM:>])', 'send', 'SIGKILL', 'to', '<:*:>', '<-[bash', '/opt/fusionstorage/agent//script/dsware', 'agent', '<:*:>', 'agent(<:NUM:>)]']",1,0,"[['sysmonitor[<:NUM:>]|bash[<:NUM:>](parent:bash[<:NUM:>])', 'send', 'SIGKILL', 'to', '<:*:>', '<-[bash', '/opt/fusionstorage/agent//script/dsware', 'agent', '<:*:>', 'agent(<:NUM:>)]'], '0']"
151,1618981690.0,sysmonitor[39896]|bash[48717](parent:bash[48668]) send SIGKILL to iostat[48279]. <-[bash /opt/fusionstorage/agent//script/dsware_agent_(48668)]<-[./dsware_agent(39347)],"2021-04-21T05:08:10.141461+08:00|sysmonitor[39896]|bash[48717](parent:bash[48668]) send SIGKILL to iostat[48279]. <-[bash /opt/fusionstorage/agent//script/dsware_agent_(48668)]<-[./dsware_agent(39347)]
","{'lcsseq': 'sysmonitor[<:NUM:>]|bash[<:NUM:>](parent:bash[<:NUM:>]) send SIGKILL to <:*:> <-[bash /opt/fusionstorage/agent//script/dsware agent <:*:> agent(<:NUM:>)]', 'lcsseq_id': 4, 'param': ['sysmonitor[<:NUM:>]|bash[<:NUM:>](parent:bash[<:NUM:>])', 'send', 'SIGKILL', 'to', '<:*:>', '<-[bash', '/opt/fusionstorage/agent//script/dsware', 'agent', '<:*:>', 'agent(<:NUM:>)]'], 'match': 1}",sysmonitor[<:NUM:>]|bash[<:NUM:>](parent:bash[<:NUM:>]) send SIGKILL to <:*:> <-[bash /opt/fusionstorage/agent//script/dsware agent <:*:> agent(<:NUM:>)],4,"['sysmonitor[<:NUM:>]|bash[<:NUM:>](parent:bash[<:NUM:>])', 'send', 'SIGKILL', 'to', '<:*:>', '<-[bash', '/opt/fusionstorage/agent//script/dsware', 'agent', '<:*:>', 'agent(<:NUM:>)]']",1,0,"[['sysmonitor[<:NUM:>]|bash[<:NUM:>](parent:bash[<:NUM:>])', 'send', 'SIGKILL', 'to', '<:*:>', '<-[bash', '/opt/fusionstorage/agent//script/dsware', 'agent', '<:*:>', 'agent(<:NUM:>)]'], '0']"
152,1618982086.0,sysmonitor[39896]|systemd[1](parent:swapper/0[0]) send SIGTERM to irqbalance[17445].,"2021-04-21T05:14:46.414511+08:00|sysmonitor[39896]|systemd[1](parent:swapper/0[0]) send SIGTERM to irqbalance[17445].
","{'lcsseq': 'sysmonitor[<:NUM:>]|systemd[<:NUM:>](parent:swapper/<:NUM:>[<:NUM:>]) send <:*:> to <:*:>', 'lcsseq_id': 2, 'param': ['sysmonitor[<:NUM:>]|systemd[<:NUM:>](parent:swapper/<:NUM:>[<:NUM:>])', 'send', '<:*:>', 'to', '<:*:>'], 'match': 1}",sysmonitor[<:NUM:>]|systemd[<:NUM:>](parent:swapper/<:NUM:>[<:NUM:>]) send <:*:> to <:*:>,2,"['sysmonitor[<:NUM:>]|systemd[<:NUM:>](parent:swapper/<:NUM:>[<:NUM:>])', 'send', '<:*:>', 'to', '<:*:>']",1,396,"[['sysmonitor[<:NUM:>]|systemd[<:NUM:>](parent:swapper/<:NUM:>[<:NUM:>])', 'send', '<:*:>', 'to', '<:*:>'], '396']"
153,1618982087.0,"sysmonitor[39896]|irqbalance is abnormal, use ""systemctl restart irqbalance"" to recover, ret is 3, failnum is 1","2021-04-21T05:14:47.937273+08:00|sysmonitor[39896]|irqbalance is abnormal, use ""systemctl restart irqbalance"" to recover, ret is 3, failnum is 1
","{'lcsseq': 'sysmonitor[<:NUM:>]|irqbalance is abnormal, use ""systemctl restart irqbalance"" to recover, ret is <:NUM:>, failnum is <:NUM:>', 'lcsseq_id': 3, 'param': ['sysmonitor[<:NUM:>]|irqbalance', 'is', 'abnormal,', 'use', '""systemctl', 'restart', 'irqbalance""', 'to', 'recover,', 'ret', 'is', '<:NUM:>,', 'failnum', 'is', '<:NUM:>'], 'match': 1}","sysmonitor[<:NUM:>]|irqbalance is abnormal, use ""systemctl restart irqbalance"" to recover, ret is <:NUM:>, failnum is <:NUM:>",3,"['sysmonitor[<:NUM:>]|irqbalance', 'is', 'abnormal,', 'use', '""systemctl', 'restart', 'irqbalance""', 'to', 'recover,', 'ret', 'is', '<:NUM:>,', 'failnum', 'is', '<:NUM:>']",1,1,"[['sysmonitor[<:NUM:>]|irqbalance', 'is', 'abnormal,', 'use', '""systemctl', 'restart', 'irqbalance""', 'to', 'recover,', 'ret', 'is', '<:NUM:>,', 'failnum', 'is', '<:NUM:>'], '1']"
154,1618983139.0,sysmonitor[39896]|systemd[1](parent:swapper/0[0]) send SIGTERM to irqbalance[16456].,"2021-04-21T05:32:19.454132+08:00|sysmonitor[39896]|systemd[1](parent:swapper/0[0]) send SIGTERM to irqbalance[16456].
","{'lcsseq': 'sysmonitor[<:NUM:>]|systemd[<:NUM:>](parent:swapper/<:NUM:>[<:NUM:>]) send <:*:> to <:*:>', 'lcsseq_id': 2, 'param': ['sysmonitor[<:NUM:>]|systemd[<:NUM:>](parent:swapper/<:NUM:>[<:NUM:>])', 'send', '<:*:>', 'to', '<:*:>'], 'match': 1}",sysmonitor[<:NUM:>]|systemd[<:NUM:>](parent:swapper/<:NUM:>[<:NUM:>]) send <:*:> to <:*:>,2,"['sysmonitor[<:NUM:>]|systemd[<:NUM:>](parent:swapper/<:NUM:>[<:NUM:>])', 'send', '<:*:>', 'to', '<:*:>']",1,1052,"[['sysmonitor[<:NUM:>]|systemd[<:NUM:>](parent:swapper/<:NUM:>[<:NUM:>])', 'send', '<:*:>', 'to', '<:*:>'], '1052']"
155,1618983143.0,"sysmonitor[39896]|irqbalance is abnormal, use ""systemctl restart irqbalance"" to recover, ret is 3, failnum is 1","2021-04-21T05:32:23.012593+08:00|sysmonitor[39896]|irqbalance is abnormal, use ""systemctl restart irqbalance"" to recover, ret is 3, failnum is 1
","{'lcsseq': 'sysmonitor[<:NUM:>]|irqbalance is abnormal, use ""systemctl restart irqbalance"" to recover, ret is <:NUM:>, failnum is <:NUM:>', 'lcsseq_id': 3, 'param': ['sysmonitor[<:NUM:>]|irqbalance', 'is', 'abnormal,', 'use', '""systemctl', 'restart', 'irqbalance""', 'to', 'recover,', 'ret', 'is', '<:NUM:>,', 'failnum', 'is', '<:NUM:>'], 'match': 1}","sysmonitor[<:NUM:>]|irqbalance is abnormal, use ""systemctl restart irqbalance"" to recover, ret is <:NUM:>, failnum is <:NUM:>",3,"['sysmonitor[<:NUM:>]|irqbalance', 'is', 'abnormal,', 'use', '""systemctl', 'restart', 'irqbalance""', 'to', 'recover,', 'ret', 'is', '<:NUM:>,', 'failnum', 'is', '<:NUM:>']",1,4,"[['sysmonitor[<:NUM:>]|irqbalance', 'is', 'abnormal,', 'use', '""systemctl', 'restart', 'irqbalance""', 'to', 'recover,', 'ret', 'is', '<:NUM:>,', 'failnum', 'is', '<:NUM:>'], '4']"
156,1618983804.0,sysmonitor[39896]|pkill[20968](parent:getosstat[40372]) send SIGTERM to iostat[8727]. <-[/bin/sh /usr/bin/getosstat(40372)],"2021-04-21T05:43:24.220621+08:00|sysmonitor[39896]|pkill[20968](parent:getosstat[40372]) send SIGTERM to iostat[8727]. <-[/bin/sh /usr/bin/getosstat(40372)]
","{'lcsseq': 'sysmonitor[<:NUM:>]|pkill[<:NUM:>](parent:getosstat[<:NUM:>]) send SIGTERM to <:*:> <-[/bin/sh /usr/bin/getosstat(<:NUM:>)]', 'lcsseq_id': 1, 'param': ['sysmonitor[<:NUM:>]|pkill[<:NUM:>](parent:getosstat[<:NUM:>])', 'send', 'SIGTERM', 'to', '<:*:>', '<-[/bin/sh', '/usr/bin/getosstat(<:NUM:>)]'], 'match': 1}",sysmonitor[<:NUM:>]|pkill[<:NUM:>](parent:getosstat[<:NUM:>]) send SIGTERM to <:*:> <-[/bin/sh /usr/bin/getosstat(<:NUM:>)],1,"['sysmonitor[<:NUM:>]|pkill[<:NUM:>](parent:getosstat[<:NUM:>])', 'send', 'SIGTERM', 'to', '<:*:>', '<-[/bin/sh', '/usr/bin/getosstat(<:NUM:>)]']",1,661,"[['sysmonitor[<:NUM:>]|pkill[<:NUM:>](parent:getosstat[<:NUM:>])', 'send', 'SIGTERM', 'to', '<:*:>', '<-[/bin/sh', '/usr/bin/getosstat(<:NUM:>)]'], '661']"
